0.000000 0.000000 0.000000 0.000000 0.000000
0.100000 -0.000284 -0.000000 -0.008513 -0.000000
0.200000 -0.002270 -0.000000 -0.034052 -0.000000
0.300000 -0.007662 -0.000000 -0.076617 -0.000000
0.400000 -0.018161 -0.000000 -0.136207 -0.000000
0.500000 -0.035471 -0.000000 -0.212824 -0.000000
0.600000 -0.061293 -0.000000 -0.306467 -0.000000
0.700000 -0.097331 -0.000000 -0.417075 -0.000000
0.800000 -0.144613 -0.000000 -0.525722 -0.000000
0.900000 -0.201908 -0.000000 -0.617343 -0.000000
1.000000 -0.267514 -0.000000 -0.691938 -0.000000
1.100000 -0.339728 -0.000000 -0.749507 -0.000000
1.200000 -0.416848 -0.000000 -0.790050 -0.000000
1.300000 -0.497171 -0.000000 -0.813567 -0.000000
1.400000 -0.578994 -0.000000 -0.820058 -0.000000
1.500000 -0.660615 -0.000000 -0.809524 -0.000000
1.600000 -0.740331 -0.000000 -0.781963 -0.000000
1.700000 -0.816440 -0.000000 -0.737377 -0.000000
1.800000 -0.887239 -0.000000 -0.675764 -0.000000
1.900000 -0.951025 -0.000000 -0.597126 -0.000000
2.000000 -1.006097 -0.000000 -0.501462 -0.000000
2.100000 -1.050750 -0.000000 -0.388771 -0.000000
2.200000 -1.083284 -0.000000 -0.259115 -0.000000
2.300000 -1.102668 -0.000000 -0.131421 -0.000000
2.400000 -1.110135 -0.000000 -0.020752 -0.000000
2.500000 -1.107386 -0.000000 0.072890 0.000000
2.600000 -1.096125 -0.000000 0.149507 0.000000
2.700000 -1.078053 -0.000000 0.209098 0.000000
2.800000 -1.054873 -0.000000 0.251662 0.000000
2.900000 -1.028288 -0.000000 0.277201 0.000000
3.000000 -1.000000 -0.000000 0.285714 0.000000
10.000000 1.000000 0.000000 0.285714 0.000000
10.100000 1.028288 -0.000284 0.277201 -0.008513
10.200000 1.054873 -0.002270 0.251662 -0.034052
10.300000 1.078053 -0.007662 0.209098 -0.076617
10.400000 1.096125 -0.018161 0.149507 -0.136207
10.500000 1.107386 -0.035471 0.072890 -0.212824
10.600000 1.110135 -0.061293 -0.020752 -0.306467
10.700000 1.102668 -0.097331 -0.131421 -0.417075
10.800000 1.083284 -0.144613 -0.259115 -0.525722
10.900000 1.050750 -0.201908 -0.388771 -0.617343
11.000000 1.006097 -0.267514 -0.501462 -0.691938
11.100000 0.951025 -0.339728 -0.597126 -0.749507
11.200000 0.887239 -0.416848 -0.675764 -0.790050
11.300000 0.816440 -0.497171 -0.737377 -0.813567
11.400000 0.740331 -0.578994 -0.781963 -0.820058
11.500000 0.660615 -0.660615 -0.809524 -0.809524
11.600000 0.578994 -0.740331 -0.820058 -0.781963
11.700000 0.497171 -0.816440 -0.813567 -0.737377
11.800000 0.416848 -0.887239 -0.790050 -0.675764
11.900000 0.339728 -0.951025 -0.749507 -0.597126
12.000000 0.267514 -1.006097 -0.691938 -0.501462
12.100000 0.201908 -1.050750 -0.617343 -0.388771
12.200000 0.144613 -1.083284 -0.525722 -0.259115
12.300000 0.097331 -1.102668 -0.417075 -0.131421
12.400000 0.061293 -1.110135 -0.306467 -0.020752
12.500000 0.035471 -1.107386 -0.212824 0.072890
12.600000 0.018161 -1.096125 -0.136207 0.149507
12.700000 0.007662 -1.078053 -0.076617 0.209098
12.800000 0.002270 -1.054873 -0.034052 0.251662
12.900000 0.000284 -1.028288 -0.008513 0.277201
13.000000 0.000000 -1.000000 -0.000000 0.285714
20.000000 -0.000000 1.000000 -0.000000 0.285714
20.100000 -0.000283 1.028270 -0.008496 0.276678
20.200000 -0.002266 1.054733 -0.033985 0.249569
20.300000 -0.007647 1.077582 -0.076465 0.204387
20.400000 -0.018125 1.095008 -0.135939 0.141133
20.500000 -0.035401 1.105206 -0.212404 0.059805
20.600000 -0.061172 1.106367 -0.305862 -0.039594
20.700000 -0.097139 1.096684 -0.416252 -0.157067
20.800000 -0.144328 1.074351 -0.524685 -0.292612
20.900000 -0.201510 1.038173 -0.616125 -0.427936
21.000000 -0.266986 0.989366 -0.690572 -0.545187
21.100000 -0.339058 0.929738 -0.748028 -0.644366
21.200000 -0.416025 0.861095 -0.788491 -0.725472
21.300000 -0.496190 0.785246 -0.811962 -0.788506
21.400000 -0.577851 0.703997 -0.818440 -0.833466
21.500000 -0.659311 0.619155 -0.807926 -0.860354
21.600000 -0.738870 0.532528 -0.780420 -0.869169
21.700000 -0.814829 0.445924 -0.735922 -0.859912
21.800000 -0.885488 0.361148 -0.674431 -0.832582
