3.486709780991077423e-01,9.389061656605925066e+00,9.389061656605925066e+00,-3.419769281219231516e-01,-5.232913364374702780e-01
8.580559305846691132e-01,9.234126682881916182e+00,9.234126682881916182e+00,-2.987113796855567216e-01,-5.270707891313897164e-01
1.392022214829921722e+00,9.106403995107401173e+00,9.106403995107401173e+00,-2.077900143465427618e-01,-4.574251972310428016e-01
1.403878159821033478e+00,9.103355205793400629e+00,9.103355205793400629e+00,-2.018582640737065503e-01,-4.485735769454102240e-01
1.929342810064554214e+00,9.033241747080053230e+00,9.033241747080053230e+00,-7.310612091409041113e-02,-3.226677087264206989e-01
1.940601155161857605e+00,9.032574703072068445e+00,9.032574703072068445e+00,-6.998336438179819652e-02,-3.187380628413727379e-01
2.448559135198593140e+00,9.034467239457669052e+00,9.034467239457669052e+00,7.121077577565415595e-02,-1.575438352841906919e-01
2.459050580859184265e+00,9.035161507440220063e+00,9.035161507440220063e+00,7.410154163345339384e-02,-1.556294745120645473e-01
2.961646337062120438e+00,9.099449818377193466e+00,9.099449818377193466e+00,1.951639949183459066e-01,-2.815258939312670350e-02
2.972542781382799149e+00,9.102187928405562900e+00,9.102187928405562900e+00,1.966998509161044240e-01,-2.439094519086637547e-02
3.478667654097080231e+00,9.219785937531389308e+00,9.219785937531389308e+00,2.959914265030505476e-01,8.304696628869123742e-02
3.490651402622461319e+00,9.222479696368617752e+00,9.222479696368617752e+00,2.923179286664634446e-01,8.335944037254350292e-02
4.003264702856540680e+00,9.385028558378106567e+00,9.385028558378106567e+00,3.057218094031810551e-01,1.379383745981677123e-01
4.014000143855810165e+00,9.388448941110878465e+00,9.388448941110878465e+00,3.667038267902711368e-01,1.661905100598382035e-01
4.520591519773006439e+00,9.579322865788778785e+00,9.579322865788778785e+00,4.263791950716466772e-01,2.264954191587342791e-01
4.531526263803243637e+00,9.583219895673476429e+00,9.583219895673476429e+00,4.209125410966407799e-01,2.240226266978950775e-01
5.045841068029403687e+00,9.798615383789284650e+00,9.798615383789284650e+00,4.591136660014427662e-01,2.607461156323154228e-01
5.056495010852813721e+00,9.802809622270084233e+00,9.802809622270084233e+00,4.550715130093863081e-01,2.586185775247606955e-01
5.580693457275629044e+00,1.003206529735134822e+01,1.003206529735134822e+01,4.778595087078230108e-01,2.742142113903334177e-01
5.591947499662637711e+00,1.003840996088257675e+01,1.003840996088257675e+01,3.799051536809372465e-01,2.179115647157559010e-01
6.105122204869985580e+00,1.025966616528981490e+01,1.025966616528981490e+01,4.582700958199126262e-01,2.526891335205228017e-01
6.117028549313545227e+00,1.026362289546186979e+01,1.026362289546186979e+01,3.564793070594873825e-01,1.963051974875895667e-01
6.618214905261993408e+00,1.047013331439499595e+01,1.047013331439499595e+01,4.063431550072493792e-01,2.014084146313877000e-01
6.629343047738075256e+00,1.047379800034672748e+01,1.047379800034672748e+01,3.404470339095411191e-01,1.682383983111712666e-01
7.147564269602298737e+00,1.066188760733288987e+01,1.066188760733288987e+01,2.786418927744449547e-01,1.061274965095115874e-01
7.158350810408592224e+00,1.066526995230780805e+01,1.066526995230780805e+01,3.515009128019386253e-01,1.328460994471925005e-01
7.665548890829086304e+00,1.081341898605859519e+01,1.081341898605859519e+01,2.708502017824798713e-01,3.995135586389864102e-02
7.675933834165334702e+00,1.081583724965608440e+01,1.081583724965608440e+01,2.644922381403347345e-01,3.729120392534923667e-02
8.182206306606531143e+00,1.091923184698708127e+01,1.091923184698708127e+01,1.625306996249520353e-01,-7.877194001810750024e-02
8.193119850009679794e+00,1.092140964806671022e+01,1.092140964806671022e+01,1.276248097191512443e-01,-6.614935427151635849e-02
8.707691460847854614e+00,1.096910854504922384e+01,1.096910854504922384e+01,3.263076704982381671e-02,-2.265952916012281548e-01
8.718417081981897354e+00,1.096939217768709440e+01,1.096939217768709440e+01,2.954305337752316518e-02,-2.260559060339062398e-01
9.233322493731975555e+00,1.094877578124511075e+01,1.094877578124511075e+01,-1.119273553428001833e-01,-3.893247262467092185e-01
9.244470115751028061e+00,1.094773718951775976e+01,1.094773718951775976e+01,-9.330267242155798613e-02,-3.194710073449513743e-01
9.762518562376499176e+00,1.086288094115377412e+01,1.086288094115377412e+01,-2.261277511333759094e-01,-4.968372894060379963e-01
9.773617181926965714e+00,1.086073198013338725e+01,1.086073198013338725e+01,-2.226870085777932218e-01,-4.867682841782183800e-01
1.029246623814105988e+01,1.073239587549683272e+01,1.073239587549683272e+01,-2.967885387356261617e-01,-5.298488308864257590e-01
1.030422546714544296e+01,1.072819771019679891e+01,1.072819771019679891e+01,-2.922096810451080273e-01,-5.191162292367046405e-01
1.082366733253002167e+01,1.057402176534888483e+01,1.057402176534888483e+01,-3.276401525589278663e-01,-4.943270299526680844e-01
1.083455884829163551e+01,1.057094772989674247e+01,1.057094772989674247e+01,-3.234784706528159859e-01,-4.864551669004235634e-01
1.134469850733876228e+01,1.041539584171145627e+01,1.041539584171145627e+01,-2.610572352331530510e-01,-3.221212116070404363e-01
1.135654794052243233e+01,1.041234258168647564e+01,1.041234258168647564e+01,-3.100488713378979355e-01,-3.807270520530536828e-01
1.187718281522393227e+01,1.026778836203637013e+01,1.026778836203637013e+01,-2.634569018731269807e-01,-2.141458025019638001e-01
1.188785743340849876e+01,1.026540145672760929e+01,1.026540145672760929e+01,-2.041799745558847690e-01,-1.637025314994211556e-01
1.240904181450605392e+01,1.015513343356022347e+01,1.015513343356022347e+01,-1.926869314182511062e-01,-7.636256069343261288e-03
1.241959263011813164e+01,1.015329003854648704e+01,1.015329003854648704e+01,-1.849351299394896841e-01,-3.680831416286167723e-03
1.294641736894845963e+01,1.007623386751153660e+01,1.007623386751153660e+01,-1.001947034307448803e-01,1.336299103716243053e-01
1.295772369205951691e+01,1.007441951565284022e+01,1.007441951565284022e+01,-1.226904037508802503e-01,1.700480145673033405e-01
